club,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Nieciecza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.75,31412.170000000002,30917.86,16190.48,0.0,0.0,14806.69,16060.17,0.0,0.0,0.0
Nijmegen,17029.83,34035.369999999995,35553.97,36552.98,35212.17,35190.39,35795.04,35595.31,36055.68,35849.67,34132.33,35314.66,35857.44,33703.27,17735.91,12229.07,33162.97,17711.69,0.0,0.0,0.0,16183.39,34034.28,34732.87,35964.35,7416.61
Niki Volos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15590.54,16372.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nimes,17491.01,35592.07,18493.95,0.0,0.0,0.0,0.0,0.0,16430.61,33974.85,34984.64,18578.44,16807.36,34860.45,34162.22,33701.44,33904.66,35773.9,36770.36,37441.42,36859.6,35658.6,33965.63,17434.19,0.0,0.0
Niort,18016.48,36647.1,35796.59,35627.23,36019.05,18804.99,15773.2,34504.93,18349.38,0.0,0.0,0.0,16894.62,33908.159999999996,34682.24,34540.4,33754.520000000004,33861.87,32983.76,32664.94,31854.11,31657.85,32328.62,16779.75,0.0,0.0
Nizhny Novgorod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16440.7,32976.090000000004,33184.97,32679.309999999998,6656.4
Nocerina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14644.33,17133.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordsjaelland,0.0,0.0,15882.779999999999,32533.88,31558.79,30808.32,32056.12,34718.2,34376.79,34107.78,34322.81,34175.83,35667.61,35285.03,34476.45,33082.64,32329.579999999998,34299.63,34801.46,33815.5,34273.020000000004,34325.26,33990.11,36448.88,38032.05,7723.63
Norrkoeping,17555.08,34213.3,33193.81,1379.05,0.0,0.0,0.0,0.0,30191.39,1230.86,0.0,29329.64,30404.8,32632.29,31948.93,33589.12,35622.68,34598.6,34969.24,35957.69,35660.22,34217.09,32992.65,32418.57,31108.04,6592.18
Norwich,17447.28,35032.19,36436.159999999996,35979.95,38173.95,37800.42,36247.45,35059.13,35716.83,18732.78,17294.92,37238.87,38877.25,39407.04,38593.09,38371.93,37944.17,36483.43,35786.56,38617.13,37880.89,39169.47,38084.25,36733.95,36519.45,7578.15
Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8888.41
Nottm Forest,18243.89,35925.75,35376.86,36066.23,34970.1,18614.94,0.0,0.0,17062.77,34909.19,36722.24,36576.51,35056.19,35959.98,36312.42,34716.38,34662.78,34278.770000000004,34426.11,36175.76,36209.41,35743.76,38179.61,39915.95,40015.48,0.0
Novara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17483.75,35267.42,35290.3,35438.94,18268.93,16664.21,34500.33,34298.27,18151.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novosibirsk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33991.03,1443.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noworossisk,17600.86,33405.39,1331.27,30953.68,1289.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Numancia,20299.01,40454.17,38034.85,37959.22,39794.06,38540.05,38259.58,39112.020000000004,39749.340000000004,38606.86,37373.67,36880.87,37715.42,37353.19,37461.48,37639.09,37622.0,36849.8,36943.15,36007.87,25388.920000000002,0.0,0.0,0.0,0.0,0.0
Nurnberg,19266.22,38546.29,38465.62,37425.8,37400.840000000004,37868.01,38871.12,39859.55,38521.97,38619.44,38816.22,40286.7,40220.32,40619.52,38287.82,36266.06,37452.14,35946.49,36145.63,35771.64,34995.33,35294.45,35227.65,34455.05,34069.15,7080.4
OFI,17724.44,34960.78,35283.51,35698.06,33526.1,32592.8,32178.86,32901.58,33475.73,17459.45,0.0,10540.5,32396.3,31800.09,32611.65,16825.01,0.0,0.0,15505.06,31713.22,32203.96,30576.2,30526.57,30587.260000000002,31178.81,6639.34
Oberhausen,18344.78,35750.98,36664.08,35283.17,34907.6,18464.8,0.0,0.0,16406.16,33909.84,34260.14,18127.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odd Grenland,17186.86,34792.98,34917.15,34695.08,34661.35,33796.04,33873.75,32228.51,1360.68,32923.88,33364.44,33017.45,33036.15,32901.81,32991.93,34055.33,34637.79,32832.93,31979.82,32678.989999999998,32933.33,32351.36,32237.42,32638.3,31925.45,6357.8
Odense,16976.92,33906.46,34728.74,34648.5,34813.55,34066.729999999996,35107.84,36503.43,36627.3,38132.09,37347.51,36619.66,34049.12,33144.46,32923.16,32601.85,32911.16,33137.85,32777.75,33678.65,33253.17,33506.06,33313.18,34231.01,18537.52,0.0
Odra Wodzislaw,16938.33,34341.62,35283.92,36154.770000000004,34041.44,31294.88,30754.21,30680.46,30253.29,29689.19,15619.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oerebro,16886.22,33820.27,33727.99,33397.31,32785.979999999996,1369.59,0.0,29488.81,30761.43,32226.05,32708.01,32074.93,29845.99,1271.67,30871.29,32274.38,32871.6,31643.89,31795.89,31271.03,31101.89,30838.760000000002,1231.29,0.0,0.0,0.0
Oergryte,17420.53,34741.92,34774.42,34524.12,34126.07,32943.15,31459.54,1246.37,0.0,29836.420000000002,1262.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oester,0.0,0.0,0.0,30981.46,30255.47,1247.95,29803.65,1210.58,0.0,0.0,0.0,0.0,0.0,29822.86,1250.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offenbach,1408.39,0.0,0.0,0.0,0.0,15275.949999999999,33400.01,33769.04,18182.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olhanense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17596.579999999998,35670.97,36498.01,36764.11,35329.79,18283.170000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olympiakos,21305.25,43007.84,42324.54,41937.11,41665.5,40921.78,40247.96,40087.51,41011.99,40414.08,38862.3,39761.51,41330.09,41334.05,41182.42,40390.82,40727.86,39210.56,38744.78,39941.07,41431.0,40685.72,38435.19,37106.44,39116.07,8276.91
Onesti,1160.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oostende,0.0,0.0,0.0,0.0,14363.98,16856.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15928.65,32973.1,33580.97,35298.1,36151.36,35162.97,33412.37,32324.53,33978.36,32845.25,17544.309999999998,0.0,0.0
Orduspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15009.880000000001,34986.48,19029.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orenburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17490.08,18977.06,17790.95,35693.51,21581.34,0.0,16098.14,33956.85,33880.14,6766.65
Orleans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16470.23,17898.58,15959.09,32897.45,32760.65,32827.05,16958.44,0.0,0.0,0.0,0.0,0.0
Osasuna,19437.0,40327.79,40764.59,41542.92,42328.45,40830.21,42115.13,42963.15,41710.58,40997.92,40209.17,40601.98,41536.76,40359.1,39906.69,37420.38,38170.06,37335.44,37439.4,39323.67,40414.22,40218.44,40198.85,39893.68,39699.17,8320.77
Osnabruck,15506.77,18585.260000000002,0.0,16585.87,17535.36,0.0,0.0,16797.69,33754.340000000004,18280.12,16981.18,18376.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17083.7,34712.65,18241.71,0.0,16088.33,17396.51,0.0
Ostersund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30305.309999999998,32819.62,35212.6,33390.21,31073.64,29869.579999999998,1192.79,0.0,0.0,0.0
Otelul Galati,15996.66,31351.75,31998.38,31496.39,32228.45,32866.49,35141.88,35253.04,34356.479999999996,33410.21,33822.21,35376.08,34673.39,34075.58,33261.15,17409.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14405.25,30236.68,6317.049999999999
Otopeni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15358.45,16199.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oud-Heverlee Leuven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14789.24,33470.229999999996,33286.25,17440.04,15978.46,17707.52,0.0,9292.029999999999,0.0,16529.31,33351.56,33838.83,34959.28,35431.159999999996,7461.97
Oviedo,20668.0,41315.1,38930.12,20028.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18479.07,37374.5,36949.29,37168.26,36596.03,36385.340000000004,36336.64,37298.15,36587.72,37307.02,7756.56
Oxford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15427.66,7083.68
PAOK,18490.11,37774.86,38446.97,37822.69,37190.97,35773.73,35628.74,34843.03,34823.54,36234.22,37604.33,37592.23,37465.0,37200.9,37539.04,36183.39,36344.2,36839.59,38888.25,39471.7,39009.64,37208.59,35975.1,35954.18,38504.84,7834.3099999999995
PSV Eindhoven,20915.64,41888.54,42380.71,43458.47,43310.04,44139.66,43810.27,42341.56,40505.87,40055.1,41185.6,41669.98,41179.3,39574.46,37805.6,39785.25,41341.0,40641.78,40285.78,41146.1,39546.86,40275.45,42063.82,42084.19,43279.47,9067.22
Pacos Ferreira,14836.21,34109.38,35435.55,35569.8,18634.5,15492.15,35008.3,36243.74,35420.39,35668.68,36153.13,36757.53,36346.53,37520.9,35018.79,35519.88,35530.67,34571.04,18117.0,16487.24,33332.29,35501.99,34466.37,18018.15,0.0,0.0
Paderborn,0.0,0.0,0.0,0.0,0.0,15564.74,34323.81,33917.0,18125.45,17013.3,35260.57,35569.01,36875.21,35965.89,37472.51,36984.4,18694.47,0.0,16704.52,35641.65,36168.29,36375.07,36425.5,36405.55,36324.93,7452.64
Padova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17029.91,34203.98,34873.73,34527.31,33251.46,17630.09,0.0,0.0,0.0,16416.47,17261.88,0.0,0.0,0.0,0.0,0.0,0.0
Palermo,0.0,17370.44,35261.58,36604.43,37797.82,39995.45,40398.68,40192.88,39715.27,40243.53,41331.8,38970.92,37702.91,36876.19,37654.65,38865.59,37367.08,35781.21,36276.13,19418.9,0.0,0.0,16168.04,34570.04,35385.87,7342.849999999999
Panahaiki,16246.720000000001,32899.15,32292.39,16564.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panathinaikos,20728.5,41585.77,41836.02,42151.36,41639.79,40547.35,39761.69,38578.38,40044.94,40414.85,40085.7,38940.78,38322.3,35849.7,36786.72,37084.03,37048.29,36614.89,35752.96,34413.3,35404.65,34968.15,35028.86,36183.23,37391.12,7765.85
Pandurii,0.0,0.0,0.0,0.0,0.0,14024.1,32352.0,32838.21,32128.67,32777.4,32007.46,32461.05,33667.37,35484.74,35223.7,34426.28,35176.17,17723.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panetolikos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10427.31,17037.69,15743.83,32161.16,33072.59,32573.67,31879.86,32254.21,31619.89,31255.48,29924.22,29822.850000000002,28681.55,30334.48,6556.07
Paniliakos,16072.89,17530.920000000002,0.0,15859.1,16534.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panionios,16273.22,33556.84,34983.45,36353.12,36151.65,34500.22,32980.79,34333.63,35089.2,34168.53,33581.23,33707.54,33386.56,32567.05,32298.71,32568.75,33451.909999999996,34250.34,33763.479999999996,32368.3,23390.21,0.0,0.0,0.0,0.0,0.0
Panserraikos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15651.35,16801.62,15405.869999999999,20540.079999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14478.67,30095.21,6327.42
Panthrakikos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15735.52,31348.93,15912.230000000001,0.0,16470.010000000002,32964.46,32284.48,32065.75,16607.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paris FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16189.9,17058.510000000002,16614.22,34328.79,34362.83,33211.79,34549.82,35599.11,34096.24,35464.49,7552.5
Paris SG,20625.23,40454.15,41510.41,40413.03,42279.31,41503.48,40774.55,39867.85,39130.28,41137.04,40291.12,40965.08,42022.03,43965.45,44624.68,44816.38,45447.48,45319.32,45575.33,44779.28,45511.46,45243.88,45170.21,44185.52,45310.02,9585.27
Parma,21465.6,42165.38,40885.07,42099.82,40881.37,40016.51,39331.46,38710.24,38444.51,38886.31,39273.01,38238.26,39183.18,38854.73,39479.24,20195.93,0.0,16651.62,35461.45,36334.369999999995,37873.67,36081.07,34751.36,35970.44,37741.39,7906.0599999999995
Partick,0.0,0.0,15570.289999999999,31334.85,16494.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15797.82,30232.85,30065.01,29774.92,29395.06,14946.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasching,0.0,0.0,16730.57,33622.61,35604.22,36904.65,36074.62,19044.25,0.0,0.0,0.0,0.0,0.0,15450.96,17126.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pau FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15847.619999999999,32487.14,33088.68,32832.92,33832.9,7025.74
Penafiel,0.0,0.0,0.0,0.0,15472.79,34495.83,17893.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16603.11,17695.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pendikspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15892.81,17182.21,0.0
Perugia,19821.47,39661.93,39820.99,39950.81,38371.55,20541.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16214.19,34326.52,34147.06,34824.98,34601.42,33653.83,24849.66,16546.79,33717.94,18386.38,0.0,0.0
Pescara,18424.15,18849.63,0.0,17552.62,33488.83,34024.43,34506.95,17890.98,0.0,0.0,16987.0,33601.32,35793.84,34545.62,33815.42,35323.71,36090.659999999996,34502.52,33715.46,33578.04,33131.58,17355.260000000002,0.0,0.0,0.0,0.0
Peterboro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16801.04,17624.7,15559.220000000001,33578.63,18488.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17090.86,17878.68,0.0,0.0,0.0
Petrolul Ploiesti,15971.08,31197.35,16045.79,14263.85,15770.99,0.0,0.0,0.0,0.0,0.0,0.0,14273.57,32172.0,35668.86,37426.14,35270.22,17204.93,0.0,0.0,0.0,0.0,0.0,14640.74,29520.12,29995.55,6497.38
Piacenza,19120.35,38810.56,39742.83,38730.63,36800.52,35703.34,35926.05,36290.97,35110.36,35019.31,34794.49,18184.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piast Gliwice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14807.77,29858.65,15832.47,0.0,15049.13,31043.42,31040.89,32392.27,33398.42,31833.58,31584.93,33033.46,32807.87,33418.79,33273.340000000004,34209.16,34124.16,7122.63
Piatra Neamt,15703.0,31407.41,31491.03,31908.15,17015.66,0.0,14897.5,31561.69,16812.34,15479.74,16572.75,14225.67,31431.85,32369.52,32504.420000000002,16732.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pisa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17306.64,36241.07,18983.45,0.0,0.0,0.0,0.0,0.0,0.0,16844.2,17877.12,0.0,16516.15,33670.81,34461.88,34779.82,35252.94,35072.0,7697.31
Pistoiese,18229.07,35374.39,18889.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platanias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16590.81,32551.23,32156.78,32221.05,33087.92,32849.1,16206.369999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plock,15967.36,17211.76,16372.12,33626.57,33850.57,32954.06,31182.79,15924.779999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15342.11,31105.99,31953.35,30931.92,30756.2,31181.66,32137.7,17392.76,0.0,0.0
Plymouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17215.43,34128.34,6938.23
Plymouth Argyle,0.0,0.0,0.0,0.0,15609.08,34154.93,35268.62,36154.36,36794.85,34467.83,18070.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Podbeskidzie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13776.640000000001,30470.13,30188.81,31179.2,31749.92,17052.55,0.0,0.0,0.0,9633.32,15588.76,0.0,0.0,0.0,0.0
Pogon,16898.4,34534.71,33529.01,17230.09,14502.27,31579.84,31111.23,15969.7,0.0,0.0,0.0,0.0,15054.14,30455.03,31494.64,32183.33,32702.010000000002,31887.15,31237.64,32151.5,32066.72,33673.66,34605.86,34646.67,34957.91,7259.39
Poli Ejido,0.0,18392.87,37437.7,37466.22,37464.8,36685.24,37098.21,37921.0,19886.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polkowice,0.0,0.0,0.0,16064.86,17288.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polonia Warszawa,18881.65,36642.53,35662.68,35225.02,33714.8,31293.24,15884.14,0.0,15386.19,31873.45,30868.29,32380.55,33427.54,17932.920000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponferradina,0.0,0.0,0.0,0.0,0.0,0.0,16894.69,19865.53,0.0,0.0,16976.36,18395.02,17921.13,37195.18,37362.49,37708.33,19769.77,0.0,0.0,17397.29,35510.93,36000.24,36037.520000000004,18840.9,0.0,0.0
Pontevedra,0.0,0.0,0.0,0.0,16725.74,19241.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pordenone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16597.24,34003.53,33503.4,16706.7,0.0,0.0,0.0
Port Vale,1378.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portimonense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17574.06,18881.84,0.0,0.0,0.0,0.0,0.0,16325.76,33312.43,34032.39,33316.96,34555.52,34811.88,33733.91,17817.62,0.0
Porto,20505.75,41297.6,40626.14,43615.24,44511.29,41596.8,41823.22,43188.48,43503.15,43875.05,44065.17,46292.79,45289.29,44921.62,42812.7,43639.12,41810.270000000004,42082.5,42458.97,43412.09,42266.39,43296.58,43814.1,43823.07,42888.64,8659.99
Portogruaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16785.920000000002,17477.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portsmouth,17261.94,34702.96,34747.71,37907.92,39113.85,39316.92,39463.270000000004,41491.56,42450.59,39725.26,37933.979999999996,35962.22,18849.170000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15253.56,7107.37
Preston,15954.37,36347.13,36287.76,35260.16,34852.26,36629.56,38098.55,37036.92,36628.270000000004,36936.78,34691.32,18078.44,0.0,0.0,0.0,16407.45,34821.07,35544.84,36023.14,36609.479999999996,36006.91,35881.52,36275.58,35938.71,34945.37,7383.25
Preussen Munster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15246.43,6878.96
Pro Vercelli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15917.86,16681.17,16044.85,32644.74,32641.14,33083.79,17662.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Progresul,16013.880000000001,32145.95,33792.99,33220.159999999996,33067.69,34308.89,35737.25,18088.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proodeftiki,1286.77,0.0,16170.45,32227.02,16601.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puszcza Niepolomice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15296.33,31612.5,6677.09
QPR,17801.49,18545.36,0.0,0.0,15680.43,35021.93,34277.88,34454.5,36259.04,35995.81,35719.9,37820.46,37866.89,37784.39,37740.37,36843.13,35757.74,34540.65,34423.38,34772.65,35025.36,36404.79,36220.88,34167.87,34407.92,7383.54
Queen of Sth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15087.69,16284.710000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quevilly Rouen,0.0,0.0,0.0,16761.61,18081.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15990.85,17159.87,0.0,0.0,15910.68,31860.55,32629.37,17937.97,0.0
RB Leipzig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17196.19,35334.68,37750.340000000004,41055.29,40890.64,42709.56,44508.1,43835.17,43331.77,43989.69,43962.59,8724.21
Radomiak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15342.79,31641.17,32367.27,31974.81,6644.25
Radomsko,0.0,16299.69,17609.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radzionkow,16707.68,18041.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rakow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14608.15,30914.58,33600.08,35565.37,37234.590000000004,35937.58,7527.03
Randers,0.0,0.0,0.0,0.0,13849.42,16269.26,14150.74,32567.85,33771.19,34399.340000000004,34425.76,18770.73,16367.99,33318.24,33494.43,33943.45,34050.07,33270.09,32320.67,33017.159999999996,33314.71,34263.270000000004,34526.39,34283.45,34750.82,7370.84
Rangers,20230.16,39079.76,39610.49,41065.42,39421.4,39279.81,37889.13,38721.81,40431.77,39275.38,38563.01,38413.25,20236.85,0.0,0.0,0.0,14479.800000000001,31153.88,33245.42,36835.67,39003.27,40247.02,40285.47,39232.11,38932.2,8097.55
Ranheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29595.33,30009.05,1229.36,0.0,0.0,0.0,0.0,0.0
Rapid Bucuresti,18072.13,35453.62,34772.8,35707.42,35739.16,36318.15,39936.96,38806.62,36760.53,35593.04,35251.34,35593.94,35667.06,35296.61,34633.36,17688.61,0.0,0.0,0.0,0.0,0.0,14748.470000000001,30830.8,32324.3,32588.6,6888.94
Rapid Wien,19181.04,37379.2,35735.46,35422.83,35680.39,37661.79,35805.57,35011.69,36159.47,37290.51,37812.67,36181.01,36490.42,35855.07,36484.85,37583.49,38038.520000000004,36644.12,37429.05,36903.21,38091.92,37845.35,36765.86,35447.63,35645.72,7421.32
Ravenna,18037.16,18661.78,0.0,0.0,0.0,0.0,0.0,16791.97,17907.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayo Majadahonda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17597.61,18884.21,0.0,0.0,0.0,0.0,0.0,0.0
Reading,0.0,0.0,17179.22,35816.1,35686.64,36790.48,40161.42,41232.34,40207.83,37906.53,36384.28,37567.18,38603.94,37912.46,36887.86,34409.9,34232.91,36060.97,33990.47,34480.87,35754.96,36295.35,34433.42,18696.94,0.0,0.0
